Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);EAN-code;Meter;Metertype;Register;Volume;Eenheid;Validatiestatus;Omschrijving
01-06-2026;05:15:00;01-06-2026;05:30:00;="541448860000718718";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
01-06-2026;05:30:00;01-06-2026;05:45:00;="541448860000718718";;AMR-meter;Afname Actief;75,250;kWh;Gevalideerd;
01-06-2026;05:30:00;01-06-2026;05:45:00;="541448860000718718";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;05:30:00;01-06-2026;05:45:00;="541448860000718718";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;05:30:00;01-06-2026;05:45:00;="541448860000718718";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
01-06-2026;05:45:00;01-06-2026;06:00:00;="541448860000718718";;AMR-meter;Afname Actief;91,000;kWh;Gevalideerd;
01-06-2026;05:45:00;01-06-2026;06:00:00;="541448860000718718";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;05:45:00;01-06-2026;06:00:00;="541448860000718718";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;05:45:00;01-06-2026;06:00:00;="541448860000718718";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
01-06-2026;06:00:00;01-06-2026;06:15:00;="541448860000718718";;AMR-meter;Afname Actief;96,250;kWh;Gevalideerd;
01-06-2026;06:00:00;01-06-2026;06:15:00;="541448860000718718";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;06:00:00;01-06-2026;06:15:00;="541448860000718718";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;06:00:00;01-06-2026;06:15:00;="541448860000718718";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
01-06-2026;06:15:00;01-06-2026;06:30:00;="541448860000718718";;AMR-meter;Afname Actief;171,500;kWh;Gevalideerd;
01-06-2026;06:15:00;01-06-2026;06:30:00;="541448860000718718";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;06:15:00;01-06-2026;06:30:00;="541448860000718718";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;06:15:00;01-06-2026;06:30:00;="541448860000718718";;AMR-meter;Afname Inductief;24,500;kVArh;Gevalideerd;
01-06-2026;06:30:00;01-06-2026;06:45:00;="541448860000718718";;AMR-meter;Afname Actief;134,750;kWh;Gevalideerd;
01-06-2026;06:30:00;01-06-2026;06:45:00;="541448860000718718";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;06:30:00;01-06-2026;06:45:00;="541448860000718718";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;06:30:00;01-06-2026;06:45:00;="541448860000718718";;AMR-meter;Afname Inductief;1,750;kVArh;Gevalideerd;
01-06-2026;06:45:00;01-06-2026;07:00:00;="541448860000718718";;AMR-meter;Afname Actief;120,750;kWh;Gevalideerd;
01-06-2026;06:45:00;01-06-2026;07:00:00;="541448860000718718";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;06:45:00;01-06-2026;07:00:00;="541448860000718718";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
