Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);EAN-code;Meter;Metertype;Register;Volume;Eenheid;Validatiestatus;Omschrijving
01-06-2026;09:30:00;01-06-2026;09:45:00;="541448810000243468";;AMR-meter;Afname Reactief;0,130;kVArh;Gevalideerd;
01-06-2026;09:30:00;01-06-2026;09:45:00;="541448810000243468";;AMR-meter;Afname Capacitief;0,080;kVArh;Gevalideerd;
01-06-2026;09:30:00;01-06-2026;09:45:00;="541448810000243468";;AMR-meter;Afname Inductief;0,050;kVArh;Gevalideerd;
01-06-2026;09:45:00;01-06-2026;10:00:00;="541448810000243468";;AMR-meter;Afname Actief;3,100;kWh;Gevalideerd;
01-06-2026;09:45:00;01-06-2026;10:00:00;="541448810000243468";;AMR-meter;Afname Reactief;0,085;kVArh;Gevalideerd;
01-06-2026;09:45:00;01-06-2026;10:00:00;="541448810000243468";;AMR-meter;Afname Capacitief;0,080;kVArh;Gevalideerd;
01-06-2026;09:45:00;01-06-2026;10:00:00;="541448810000243468";;AMR-meter;Afname Inductief;0,005;kVArh;Gevalideerd;
01-06-2026;10:00:00;01-06-2026;10:15:00;="541448810000243468";;AMR-meter;Afname Actief;0,700;kWh;Gevalideerd;
01-06-2026;10:00:00;01-06-2026;10:15:00;="541448810000243468";;AMR-meter;Afname Reactief;0,120;kVArh;Gevalideerd;
01-06-2026;10:00:00;01-06-2026;10:15:00;="541448810000243468";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;10:00:00;01-06-2026;10:15:00;="541448810000243468";;AMR-meter;Afname Inductief;0,120;kVArh;Gevalideerd;
01-06-2026;10:15:00;01-06-2026;10:30:00;="541448810000243468";;AMR-meter;Afname Actief;0,330;kWh;Gevalideerd;
01-06-2026;10:15:00;01-06-2026;10:30:00;="541448810000243468";;AMR-meter;Afname Reactief;0,130;kVArh;Gevalideerd;
01-06-2026;10:15:00;01-06-2026;10:30:00;="541448810000243468";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;10:15:00;01-06-2026;10:30:00;="541448810000243468";;AMR-meter;Afname Inductief;0,130;kVArh;Gevalideerd;
01-06-2026;10:30:00;01-06-2026;10:45:00;="541448810000243468";;AMR-meter;Afname Actief;0,405;kWh;Gevalideerd;
01-06-2026;10:30:00;01-06-2026;10:45:00;="541448810000243468";;AMR-meter;Afname Reactief;0,190;kVArh;Gevalideerd;
01-06-2026;10:30:00;01-06-2026;10:45:00;="541448810000243468";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;10:30:00;01-06-2026;10:45:00;="541448810000243468";;AMR-meter;Afname Inductief;0,190;kVArh;Gevalideerd;
01-06-2026;10:45:00;01-06-2026;11:00:00;="541448810000243468";;AMR-meter;Afname Actief;0,385;kWh;Gevalideerd;
01-06-2026;10:45:00;01-06-2026;11:00:00;="541448810000243468";;AMR-meter;Afname Reactief;0,125;kVArh;Gevalideerd;
01-06-2026;10:45:00;01-06-2026;11:00:00;="541448810000243468";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;10:45:00;01-06-2026;11:00:00;="541448810000243468";;AMR-meter;Afname Inductief;0,125;kVArh;Gevalideerd;
01-06-2026;11:00:00;01-06-2026;11:15:00;="541448810000243468";;AMR-meter;Afname Actief;0,325;kWh;Gevalideerd;
01-06-2026;11:00:00;01-06-2026;11:15:00;="541448810000243468";;AMR-meter;Afname Reactief;0,125;kVArh;Gevalideerd;
01-06-2026;11:00:00;01-06-2026;11:15:00;="541448810000243468";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;11:00:00;01-06-2026;11:15:00;="541448810000243468";;AMR-meter;Afname Inductief;0,125;kVArh;Gevalideerd;
01-06-2026;11:15:00;01-06-2026;11:30:00;="541448810000243468";;AMR-meter;Afname Actief;0,330;kWh;Gevalideerd;
01-06-2026;11:15:00;01-06-2026;11:30:00;="541448810000243468";;AMR-meter;Afname Reactief;0,130;kVArh;Gevalideerd;
01-06-2026;11:15:00;01-06-2026;11:30:00;="541448810000243468";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;11:15:00;01-06-2026;11:30:00;="541448810000243468";;AMR-meter;Afname Inductief;0,130;kVArh;Gevalideerd;
01-06-2026;11:30:00;01-06-2026;11:45:00;="541448810000243468";;AMR-meter;Afname Actief;0,420;kWh;Gevalideerd;
01-06-2026;11:30:00;01-06-2026;11:45:00;="541448810000243468";;AMR-meter;Afname Reactief;0,180;kVArh;Gevalideerd;
01-06-2026;11:30:00;01-06-2026;11:45:00;="541448810000243468";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;11:30:00;01-06-2026;11:45:00;="541448810000243468";;AMR-meter;Afname Inductief;0,180;kVArh;Gevalideerd;
01-06-2026;11:45:00;01-06-2026;12:00:00;="541448810000243468";;AMR-meter;Afname Actief;0,550;kWh;Gevalideerd;
01-06-2026;11:45:00;01-06-2026;12:00:00;="541448810000243468";;AMR-meter;Afname Reactief;0,130;kVArh;Gevalideerd;
01-06-2026;11:45:00;01-06-2026;12:00:00;="541448810000243468";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;11:45:00;01-06-2026;12:00:00;="541448810000243468";;AMR-meter;Afname Inductief;0,130;kVArh;Gevalideerd;
01-06-2026;12:00:00;01-06-2026;12:15:00;="541448810000243468";;AMR-meter;Afname Actief;0,395;kWh;Gevalideerd;
01-06-2026;12:00:00;01-06-2026;12:15:00;="541448810000243468";;AMR-meter;Afname Reactief;0,150;kVArh;Gevalideerd;
01-06-2026;12:00:00;01-06-2026;12:15:00;="541448810000243468";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
