Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);EAN-code;Meter;Metertype;Register;Volume;Eenheid;Validatiestatus;Omschrijving
01-06-2026;05:45:00;01-06-2026;06:00:00;="541448810000156430";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;05:45:00;01-06-2026;06:00:00;="541448810000156430";;AMR-meter;Afname Inductief;12,250;kVArh;Gevalideerd;
01-06-2026;06:00:00;01-06-2026;06:15:00;="541448810000156430";;AMR-meter;Afname Actief;67,500;kWh;Gevalideerd;
01-06-2026;06:00:00;01-06-2026;06:15:00;="541448810000156430";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;06:00:00;01-06-2026;06:15:00;="541448810000156430";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;06:00:00;01-06-2026;06:15:00;="541448810000156430";;AMR-meter;Afname Inductief;25,000;kVArh;Gevalideerd;
01-06-2026;06:15:00;01-06-2026;06:30:00;="541448810000156430";;AMR-meter;Afname Actief;64,750;kWh;Gevalideerd;
01-06-2026;06:15:00;01-06-2026;06:30:00;="541448810000156430";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;06:15:00;01-06-2026;06:30:00;="541448810000156430";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;06:15:00;01-06-2026;06:30:00;="541448810000156430";;AMR-meter;Afname Inductief;25,750;kVArh;Gevalideerd;
01-06-2026;06:30:00;01-06-2026;06:45:00;="541448810000156430";;AMR-meter;Afname Actief;66,500;kWh;Gevalideerd;
01-06-2026;06:30:00;01-06-2026;06:45:00;="541448810000156430";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;06:30:00;01-06-2026;06:45:00;="541448810000156430";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;06:30:00;01-06-2026;06:45:00;="541448810000156430";;AMR-meter;Afname Inductief;23,000;kVArh;Gevalideerd;
01-06-2026;06:45:00;01-06-2026;07:00:00;="541448810000156430";;AMR-meter;Afname Actief;71,250;kWh;Gevalideerd;
01-06-2026;06:45:00;01-06-2026;07:00:00;="541448810000156430";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;06:45:00;01-06-2026;07:00:00;="541448810000156430";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;06:45:00;01-06-2026;07:00:00;="541448810000156430";;AMR-meter;Afname Inductief;25,250;kVArh;Gevalideerd;
01-06-2026;07:00:00;01-06-2026;07:15:00;="541448810000156430";;AMR-meter;Afname Actief;70,000;kWh;Gevalideerd;
01-06-2026;07:00:00;01-06-2026;07:15:00;="541448810000156430";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-06-2026;07:00:00;01-06-2026;07:15:00;="541448810000156430";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-06-2026;07:00:00;01-06-2026;07:15:00;="541448810000156430";;AMR-meter;Afname Inductief;25,750;kVArh;Gevalideerd;
01-06-2026;07:15:00;01-06-2026;07:30:00;="541448810000156430";;AMR-meter;Afname Actief;76,500;kWh;Gevalideerd;
